
AC NO. , AC NAME , CANDIDATE NAME , SEX , PARTY , GENERAL , POSTAL , TOTAL , % VOTES POLLED , TOTAL ELECTORS ,
72,Ballarpur,3 Zode Raju Chinnayya,MALE,VBA,39778,180,39958,19.93%,321083,
72,Ballarpur,4 Manoj Dharma Atram,MALE,GGP,13877,48,13925,6.95%,321083,
72,Ballarpur,5 NOTA,,NOTA,1843,10,1853,0.92%,321083,
72,Ballarpur,6 Sarfaraj Yusuf Sheikh,MALE,BSP,1371,10,1381,0.69%,321083,
72,Ballarpur,"7 Taher Hussain, Nasir Mohammad Sheikh",MALE,AAAP,1046,,1046,0.52%,321083,
72,Ballarpur,8 Sagar Ankush Raut,MALE,IND,880,,880,0.44%,321083,
72,Ballarpur,9 Sachin Kailas Tembhurne,MALE,APoI,630,,630,0.31%,321083,
72,Ballarpur,10 Bandu Zungaji Wakade,MALE,IND,460,1,461,0.23%,321083,
72,Ballarpur,11 Ashok Sambaji Tumram,MALE,IND,418,2,420,0.21%,321083,
72,Ballarpur,12 Tara Mahadeorao Kale,FEMALE,IND,405,,405,0.20%,321083,
72,Ballarpur,13 Anekshwar Raghunath Meshram,MALE,IND,379,1,380,0.19%,321083,
72,Ballarpur,14 Arun Devidas Kamble,MALE,RPIR,355,2,357,0.18%,321083,
 TOTAL : ,,,,,199758,702,200460,62.43%,,
73,Brahmapuri,1 VIJAY NAMDEVRAO WADETTIWAR,MALE,INC,96235,491,96726,50.00%,270601,
73,Brahmapuri,2 SANDIP WAMANRAO GADDAMWAR,MALE,SHS,77697,480,78177,40.41%,270601,
73,Brahmapuri,3 CHANDRALAL WAKTUJI MESHRAM,MALE,VBA,7445,163,7608,3.93%,270601,
73,Brahmapuri,4 Adv. PAROMITA GOSWAMI,FEMALE,AAAP,3555,41,3596,1.86%,270601,
73,Brahmapuri,5 VINOD RAMDAS ZODAGE,MALE,CPI,1991,2,1993,1.03%,270601,
73,Brahmapuri,6 MUKUNDA DEWAJI MESHRAM,MALE,BSP,1902,23,1925,0.99%,270601,
73,Brahmapuri,7 NOTA,,NOTA,1085,14,1099,0.57%,270601,
73,Brahmapuri,8 JAGDISH ALIAS MONTU NANDUJI PILARE,MALE,SBBGP,947,15,962,0.50%,270601,
73,Brahmapuri,9 VISHWANATH SITRUJI SHRIRAME,MALE,IND,478,1,479,0.25%,270601,
73,Brahmapuri,10 Adv. AJAY RAMBHAU PANDAV,MALE,IND,357,2,359,0.19%,270601,
73,Brahmapuri,11 PRANAV RINGAJI SOMANKAR,MALE,IND,281,1,282,0.15%,270601,
73,Brahmapuri,12 VINAY NAMDEO BAMBOLE,MALE,IND,262,,262,0.14%,270601,
 TOTAL : ,,,,,192235,1233,193468,71.50%,,
74,Chimur ,1 Bunty Bhangdiya,MALE,BJP,86852,294,87146,41.94%,277652,
74,Chimur ,2 Satish Manohar Warjukar,MALE,INC,77146,248,77394,37.25%,277652,
74,Chimur ,3 Arvind Atmaram Sandekar,MALE,VBA,24384,90,24474,11.78%,277652,
74,Chimur ,4 Dhanraj Raghunath Mungale,MALE,IND,11296,43,11339,5.46%,277652,
74,Chimur ,5 Subhash Narayan Petkar,MALE,BSP,2225,14,2239,1.08%,277652,
74,Chimur ,6 NOTA,,NOTA,1827,8,1835,0.88%,277652,
74,Chimur ,7 Prakash Nakkal Nanhe,MALE,PWPI,1434,4,1438,0.69%,277652,
74,Chimur ,8 Haridas Domaji Barekar,MALE,IND,657,,657,0.32%,277652,
74,Chimur ,9 Kailas Shrihari Borkar,MALE,IND,508,1,509,0.24%,277652,
74,Chimur ,10 Dr. Ajay Ghanshyamji Pise,MALE,IND,478,1,479,0.23%,277652,
74,Chimur ,11 Vanita Jitendra Raut,FEMALE,ABMP,286,,286,0.14%,277652,
 TOTAL : ,,,,,207093,703,207796,74.84%,,
75,Warora,1 DHANORKAR PRATIBHA SURESH,FEMALE,INC,63498,364,63862,34.40%,296588,
75,Warora,2 SANJAY WAMANRAO DEOTALE,MALE,SHS,53403,262,53665,28.91%,296588,
75,Warora,3 RAMESH MAHADEO RAJURKAR,MALE,MNS,34737,111,34848,18.77%,296588,
75,Warora,4 AMOL DILIP BAWANE,MALE,VBA,11293,49,11342,6.11%,296588,
75,Warora,5 RAMESH KAWDUJI MESHRAM,MALE,GGP,6368,20,6388,3.44%,296588,
75,Warora,6 DR. VIJAY RAMCHANDRA DEOTALE,MALE,IND,6107,20,6127,3.30%,296588,
75,Warora,7 NOTA,,NOTA,2207,17,2224,1.20%,296588,
75,Warora,8 PRASHANT BHAURAOJI BHADGARE,MALE,BSP,1997,2,1999,1.08%,296588,
75,Warora,9 DR. ASHOKRAO TANBAJI GHODMARE,MALE,IND,1839,2,1841,0.99%,296588,
75,Warora,10 UTTAM ISHWAR INGOLE,MALE,SBBGP,917,2,919,0.50%,296588,
75,Warora,11 PRAVIN BHAGWAN GAYKWAD,MALE,IND,840,6,846,0.46%,296588,
75,Warora,12 PRAVIN SHANTILALJI SURANA,MALE,IND,664,1,665,0.36%,296588,
75,Warora,13 ASHRAF ASLAM KHAN,MALE,BVA,547,,547,0.29%,296588,
75,Warora,14 BHASKAR PARASRAM DEKATE,MALE,RPIS,350,,350,0.19%,296588,
 TOTAL : ,,,,,184767,856,185623,62.59%,,
76,Wani ,1 SANJIVREDDY BAPURAO BODKURWAR,MALE,BJP,67335,375,67710,32.38%,284853,
76,Wani ,2 WAMANRAO BAPURAO KASAWAR,MALE,INC,39647,268,39915,19.09%,284853,
76,Wani ,3 DERKAR SANJAY NILKANTHRAO,MALE,IND,24834,211,25045,11.98%,284853,
76,Wani ,4 RAJU MADHUKARRAO UMBARKAR,MALE,MNS,16078,37,16115,7.71%,284853,
76,Wani ,5 DR. MAHENDRA AMARCHANDJI LODHA,MALE,VBA,15293,196,15489,7.41%,284853,
76,Wani ,6 VISHVAS RAMCHANDRA NANDEKAR,MALE,IND,15365,60,15425,7.38%,284853,
76,Wani ,7 KATKADE SUNIL MAHADEORAO,MALE,IND,8430,43,8473,4.05%,284853,
76,Wani ,8 VIKAS DEVRAO KUDMETHE,MALE,GGP,6715,16,6731,3.22%,284853,
76,Wani ,9 ANIL NATTHUJI GHATE,MALE,CPI,3130,6,3136,1.50%,284853,
76,Wani ,10 AJAY PANDURANG DHOBE,MALE,SBBGP,2138,13,2151,1.03%,284853,
76,Wani ,11 GOPAL LAKSHMAN CHAUDHARI,MALE,RPI(KH),1380,,1380,0.66%,284853,
76,Wani ,12 NOTA,,NOTA,1246,3,1249,0.60%,284853,
76,Wani ,13 SANTOSH UDDHAVRAO BHADIKAR,MALE,BSP,1226,7,1233,0.59%,284853,
76,Wani ,14 CHETAN ANANDRAO AGLAWE,MALE,IND,1149,,1149,0.55%,284853,
76,Wani ,15 KETAN NATTHUJI PARKHI,MALE,IND,1088,2,1090,0.52%,284853,
76,Wani ,16 GEET MOTIRAM GHOSH,MALE,IND,902,2,904,0.43%,284853,
76,Wani ,17 MRUTYUNJAY GAJANANRAO MORE,MALE,IND,619,3,622,0.30%,284853,
76,Wani ,18 VIVEK JAMNADAS KHOBRAGADE,MALE,BMUP,461,,461,0.22%,284853,
76,Wani ,19 YOGESH KARU MADAVI,MALE,IND,432,,432,0.21%,284853,
76,Wani ,20 SANGITA ASHOK KHATOD,FEMALE,BALP,395,,395,0.19%,284853,
 TOTAL : ,,,,,207863,1242,209105,73.41%,,
77,Ralegaon ,1 Ashok Ramaji Wooike (Uike),MALE,BJP,90530,293,90823,45.95%,283514,
77,Ralegaon ,2 Vasant Chindhuji Purke,MALE,INC,80706,242,80948,40.95%,283514,
77,Ralegaon ,3 Kohale Madhav Zingraji,MALE,VBA,10682,23,10705,5.42%,283514,
77,Ralegaon ,4 Shailesh Bhaskar Kisan Gadekar,MALE,BSP,3367,3,3370,1.70%,283514,
77,Ralegaon ,5 Gulab Janba Pandhare,MALE,PHJSP,3345,2,3347,1.69%,283514,
77,Ralegaon ,6 NOTA,,NOTA,2047,9,2056,1.04%,283514,
77,Ralegaon ,7 Uttam Somaji Mankar,MALE,IND,1736,3,1739,0.88%,283514,
77,Ralegaon ,8 Madhukar Bhimrao Ghasalkar,MALE,IND,1159,1,1160,0.59%,283514,
77,Ralegaon ,9 Madhusudan Bapurao Kove,MALE,IND,964,2,966,0.49%,283514,
77,Ralegaon ,10 Sachin Vinayak Kinnake,MALE,BMUP,655,3,658,0.33%,283514,
77,Ralegaon ,11 Kavita Shankar Kanake,FEMALE,BVA,648,2,650,0.33%,283514,
77,Ralegaon ,12 Namdeo Sheshrao Atram,MALE,SaRaPa,438,,438,0.22%,283514,
77,Ralegaon ,13 Digambar Bhawrao Meshram,MALE,IND,420,,420,0.21%,283514,
77,Ralegaon ,14 Homdeo Haribhau Kanake,MALE,BALP,396,,396,0.20%,283514,
 TOTAL : ,,,,,197093,583,197676,69.72%,,
78,Yavatmal,1 MADAN MADHUKAR YERAWAR,MALE,BJP,79913,512,80425,37.28%,384935,
78,Yavatmal,2 ANIL ALIAS BALASAHEB SHANKARRAO MANGULKAR,MALE,INC,77287,885,78172,36.24%,384935,
78,Yavatmal,3 SANTOSH MAROTRAO DHAWALE,MALE,IND,38179,166,38345,17.78%,384935,
78,Yavatmal,4 YOGESH SHIVRAM DESHMUKH PARWEKAR,MALE,VBA,7812,118,7930,3.68%,384935,
78,Yavatmal,5 BIPIN ANIL CHAUDHARI,MALE,PHJSP,3724,33,3757,1.74%,384935,
78,Yavatmal,6 SANDIP ANANT DEVKATE,MALE,BSP,1837,11,1848,0.86%,384935,
78,Yavatmal,7 NOTA,,NOTA,1767,18,1785,0.83%,384935,
78,Yavatmal,"8 AMOL LAXMANRAO BORKHADE, ADVOCATE",MALE,VRA,1307,9,1316,0.61%,384935,
78,Yavatmal,9 MANOJ MAHADEORAO GEDAM,MALE,IND,584,3,587,0.27%,384935,
78,Yavatmal,10 SARIKA ABHIJIT BHAGAT,FEMALE,BMUP,380,7,387,0.18%,384935,
78,Yavatmal,11 ABDUL AZIZ ABDUL SATTAR DUNGE,MALE,SVPP,359,,359,0.17%,384935,
78,Yavatmal,12 JAVED HAMID SHEIKH,MALE,IND,313,1,314,0.15%,384935,
78,Yavatmal,13 BAJAJ SHAM OMPRAKASH,MALE,BALP,309,,309,0.14%,384935,
78,Yavatmal,14 ASHOK CHANDRABHANJI KALMORE,MALE,IND,183,,183,0.08%,384935,
 TOTAL : ,,,,,213954,1763,215717,56.04%,,
79,Digras,1 Rathod Sanjay Dulichand,MALE,SHS,136338,486,136824,60.60%,322980,
79,Digras,2 Deshmukh Sanjay Uttamrao,MALE,IND,72860,357,73217,32.43%,322980,
79,Digras,3 Tarik Sahir Lokhandwala,MALE,NCP,6168,37,6205,2.75%,322980,
79,Digras,4 Adv. Shehjad Samiulla Khan,MALE,VBA,3048,29,3077,1.36%,322980,
79,Digras,5 Devrao Ramnath Masal,MALE,BALP,1810,1,1811,0.80%,322980,
79,Digras,6 NOTA,,NOTA,1068,15,1083,0.48%,322980,
79,Digras,7 Ejaj Navaj Khan,MALE,BSP,952,7,959,0.42%,322980,
79,Digras,8 Bimod Vitthal Mudhane,MALE,BMUP,869,6,875,0.39%,322980,
79,Digras,9 Nandubhau Thakare,MALE,IND,742,1,743,0.33%,322980,
79,Digras,10 Bhimrao Keshravrao Patil,MALE,IND,584,2,586,0.26%,322980,
79,Digras,11 Ashish Manoharrao Deshmukh,MALE,IND,396,,396,0.18%,322980,
 TOTAL : ,,,,,224835,941,225776,69.90%,,
80,Arni ,1 DR. DHURVE SANDEEP PRABHAKAR,MALE,BJP,81248,351,81599,38.62%,312268,
80,Arni ,2 SHIVAJIRAO SHIVRAMJI MOGHE,MALE,INC,78089,357,78446,37.13%,312268,
80,Arni ,3 RAJU NARAYAN TODSAM,MALE,IND,26826,123,26949,12.75%,312268,
80,Arni ,4 NIRANJAN SHIVRAM MASRAM,MALE,VBA,12253,54,12307,5.82%,312268,
80,Arni ,5 Adv. ANIL BHIMRAO KINAKE,MALE,BMUP,2768,23,2791,1.32%,312268,
80,Arni ,6 NOTA,,NOTA,2389,22,2411,1.14%,312268,
80,Arni ,7 Baliram Abhiman Neware,MALE,BSP,2022,10,2032,0.96%,312268,
80,Arni ,8 RAHUL SUBHASH SOYAM,MALE,IND,1330,2,1332,0.63%,312268,
80,Arni ,9 Aitwar Ramreddy Ramkishtu,MALE,IND,1212,6,1218,0.58%,312268,
80,Arni ,10 ATRAM MAROTI ALIAS PAVANKUMAR,MALE,GGP,751,2,753,0.36%,312268,
80,Arni ,11 KRUSHNA TUKARAM ADE,MALE,IND,740,,740,0.35%,312268,
80,Arni ,12 SONERAO LAKHUJI KOTNAKE,MALE,IND,714,2,716,0.34%,312268,
 TOTAL : ,,,,,210342,952,211294,67.66%,,
81,Pusad ,1 Naik Indranil Manohar,MALE,NCP,88560,583,89143,47.05%,293635,
81,Pusad ,2 Nilay Madhukar Naik,MALE,BJP,79080,362,79442,41.93%,293635,
81,Pusad ,3 (Nana) Bele Dnyaneshwar Dadarao,MALE,VBA,11183,72,11255,5.94%,293635,
81,Pusad ,4 Shaligram Tukaram Tambare,MALE,BAHUMP,2151,2,2153,1.14%,293635,
81,Pusad ,5 NOTA,,NOTA,1438,7,1445,0.76%,293635,
81,Pusad ,6 Adv. Savitatai Adhao,FEMALE,BSP,1426,5,1431,0.76%,293635,
81,Pusad ,7 Abhay Madhukar Gadam,MALE,MNS,1296,6,1302,0.69%,293635,
81,Pusad ,8 Jinkar Sudam Rathod,MALE,IND,900,1,901,0.48%,293635,
81,Pusad ,9 Mazeed Lala,MALE,TPSTP,897,,897,0.47%,293635,
81,Pusad ,10 Uttam Bhagaji Kumble,MALE,PRCP,508,3,511,0.27%,293635,
81,Pusad ,11 Namdevrao Yashawantrao Ingale,MALE,APoI,493,9,502,0.26%,293635,
81,Pusad ,12 Anil Laxman Rathod,MALE,DONP,473,1,474,0.25%,293635,
 TOTAL : ,,,,,188405,1051,189456,64.52%,,
82,Umarkhed ,1 Namdev Jayram Sasane,MALE,BJP,87048,289,87337,44.40%,293480,
82,Umarkhed ,2 Khadse Vijayrao Yadavrao,MALE,INC,77621,429,78050,39.68%,293480,
82,Umarkhed ,3 Dr. Vinkare Vishwanath Umaji,MALE,IND,18164,84,18248,9.28%,293480,
82,Umarkhed ,4 Pramod Motiram Duthade,MALE,VBA,6411,22,6433,3.27%,293480,
82,Umarkhed ,5 NOTA,,NOTA,1491,6,1497,0.76%,293480,
82,Umarkhed ,6 Prof. Minakshi A. Savalkar,FEMALE,BSP,1211,2,1213,0.62%,293480,
82,Umarkhed ,7 Ranveer Sandesh Gautamrao,MALE,IND,1109,,1109,0.56%,293480,
82,Umarkhed ,8 Adv. Kailas Ramrao Wankhede,MALE,MNS,1010,5,1015,0.52%,293480,
82,Umarkhed ,9 Kishor Devidas Nagare,MALE,BMUP,737,10,747,0.38%,293480,
82,Umarkhed ,10 Madhukar Narayan Wankhede,MALE,IND,611,,611,0.31%,293480,
82,Umarkhed ,11 Uttam Bhagaji Kumble,MALE,PRCP,456,,456,0.23%,293480,
 TOTAL : ,,,,,195869,847,196716,67.03%,,
83,Kinwat,1 Bhimrao Ramji Keram,MALE,BJP,88978,650,89628,48.56%,259579,
83,Kinwat,2 JADHAV PRADEEP NAIK,MALE,NCP,75864,492,76356,41.37%,259579,
83,Kinwat,3 Prof. Dr. Hamraj Uike,MALE,VBA,11639,125,11764,6.37%,259579,
83,Kinwat,4 NOTA,,NOTA,1035,6,1041,0.56%,259579,
83,Kinwat,5 Vinod Rathod (Patil),MALE,MNS,1001,1,1002,0.54%,259579,
83,Kinwat,6 Walkulwad Kondba Maroti,MALE,IND,895,,895,0.48%,259579,
83,Kinwat,7 Adv Pradip Deva Rathod,MALE,IND,795,2,797,0.43%,259579,
83,Kinwat,8 Madhavrao Sudamji Maraskole,MALE,IND,407,2,409,0.22%,259579,
83,Kinwat,9 Adkine Santosh Madhav,MALE,BMUP,397,5,402,0.22%,259579,
83,Kinwat,10 Rajesh Narayan Dhaware,MALE,IND,399,1,400,0.22%,259579,
83,Kinwat,11 Sandipbhau Nikhate,MALE,BSP,341,2,343,0.19%,259579,
83,Kinwat,12 Mirchi Maharaj Dharamdas Tripathi,MALE,JJJKP,314,1,315,0.17%,259579,
83,Kinwat,13 Vishal Datta Shinde,MALE,SBBGP,315,,315,0.17%,259579,
83,Kinwat,14 Anaiddin Fayyajoddin Shaikh,MALE,IND,304,,304,0.16%,259579,
83,Kinwat,15 Syed Imran Ali,MALE,IUML,295,3,298,0.16%,259579,
83,Kinwat,16 Shadulla Shekha Ahemad,MALE,BALP,286,1,287,0.16%,259579,
 TOTAL : ,,,,,183265,1291,184556,71.10%,,
84,Hadgaon,1 Jawalgaonkar Madhavrao Nivruttirao Patil,MALE,INC,73936,389,74325,37.96%,279379,
84,Hadgaon,2 Kadam Sambharao Urf Baburao Kohalikar,MALE,IND,60776,186,60962,31.13%,279379,
84,Hadgaon,3 Ashtikar Nagesh Bapurao Patil,MALE,SHS,43907,236,44143,22.55%,279379,
84,Hadgaon,4 Bharati Sudarshan Rambharati,MALE,VBA,10811,45,10856,5.54%,279379,
84,Hadgaon,5 Ramchandra Fakira Rathod,MALE,BSP,907,,907,0.46%,279379,
84,Hadgaon,6 Nakhate Satwaji Digambar,MALE,BMUP,774,1,775,0.40%,279379,
84,Hadgaon,7 NOTA,,NOTA,679,3,682,0.35%,279379,
84,Hadgaon,8 Adv. Marotrao Kanhobarao Hukke Patil(Vakil),MALE,IND,629,,629,0.32%,279379,
84,Hadgaon,9 Ahemad A. Gaffar Shaikh,MALE,IND,425,,425,0.22%,279379,
84,Hadgaon,10 Santosh Maroti Boinwad,MALE,IND,414,1,415,0.21%,279379,
84,Hadgaon,11 Ghunnar Prakash Vitthalrao,MALE,IND,376,,376,0.19%,279379,
84,Hadgaon,12 Shrinivas Vaijnathrao Potdar,MALE,IND,355,,355,0.18%,279379,
84,Hadgaon,13 Chandrashekhar Uttamrao Kadam,MALE,IND,254,2,256,0.13%,279379,
84,Hadgaon,14 Tryambakrao Shankarrao Deshmukh,MALE,IND,244,,244,0.12%,279379,
84,Hadgaon,15 Ha. Bha. Pa. Pracharya S.G. Chavan Unchadkar,MALE,IND,225,,225,0.11%,279379,
84,Hadgaon,16 Tiwhale Govind Sogaji,MALE,RBS,224,,224,0.11%,279379,
 TOTAL : ,,,,,194936,863,195799,70.08%,,
85,Bhokar,1 Ashokrao Shankarrao Chavan,MALE,INC,139737,822,140559,67.78%,279004,
85,Bhokar,2 Shrinivas alias Bapusaheb Deshmukh Gorthekar,MALE,BJP,42881,233,43114,20.79%,279004,
85,Bhokar,3 Ayalwad Namdev Nagorao,MALE,VBA,17780,33,17813,8.59%,279004,
85,Bhokar,4 Bhagwan Bhimrao Kadam,MALE,SBBGP,2068,1,2069,1.00%,279004,
85,Bhokar,5 NOTA,,NOTA,1294,3,1297,0.63%,279004,
85,Bhokar,6 Ratnakar S/o Shamrao Taru,MALE,BSP,1239,1,1240,0.60%,279004,
85,Bhokar,7 Paparao Pandit Chavan,MALE,IND,956,,956,0.46%,279004,
85,Bhokar,8 Balaprasad Narayan Lingampalle,MALE,IND,334,,334,0.16%,279004,
 TOTAL : ,,,,,206289,1093,207382,74.33%,,
86,Nanded North,1 Balaji Devidasrao Kalyankar,MALE,SHS,61934,950,62884,33.18%,313523,
86,Nanded North,2 D. P. Savant,MALE,INC,49916,862,50778,26.80%,313523,
86,Nanded North,3 Feroz Lala,MALE,AIMIM,41768,124,41892,22.11%,313523,
86,Nanded North,4 Mukundrao Narharrao Chawre,MALE,VBA,26376,193,26569,14.02%,313523,
86,Nanded North,5 Dr. Prakash Govindrao Bagate,MALE,BSP,1096,9,1105,0.58%,313523,
86,Nanded North,6 NOTA,,NOTA,928,12,940,0.50%,313523,
86,Nanded North,7 Sandip Renukadasrao Pande,MALE,PHJSP,628,2,630,0.33%,313523,
86,Nanded North,8 Shrikant Laxmanrao Gaikwad,MALE,IND,601,,601,0.32%,313523,
86,Nanded North,9 Gangadhar Satwaji Fugare,MALE,MNS,498,4,502,0.26%,313523,
86,Nanded North,10 Adv. Mohammad Naveed Pathan,MALE,IND,477,,477,0.25%,313523,
86,Nanded North,11 Imran Bashar,MALE,BAHUMP,423,,423,0.22%,313523,
86,Nanded North,12 Sahebrao Nagorao Gundile,MALE,IND,374,,374,0.20%,313523,
86,Nanded North,13 Suryakant Namdev Tadalapurkar,MALE,IND,302,,302,0.16%,313523,
86,Nanded North,14 Joshi Sudhakar Devidas,MALE,IND,278,,278,0.15%,313523,
86,Nanded North,15 Nitish Urf Bandu Pawade,MALE,IND,248,,248,0.13%,313523,
86,Nanded North,16 Mohammad Ali Mohammad Rahimoddin,MALE,IND,207,,207,0.11%,313523,
86,Nanded North,17 Rajesh Pimple,MALE,IUML,200,,200,0.11%,313523,
86,Nanded North,18 Gajbhare Sahebrao Bhiva,MALE,IND,175,,175,0.09%,313523,
86,Nanded North,19 Sagar Maroti Jadhav,FEMALE,IND,161,,161,0.08%,313523,
86,Nanded North,20 Rohit Dattatreya Aadekar,MALE,BMUP,150,1,151,0.08%,313523,
86,Nanded North,21 Sugat Dattrao Pundge,MALE,BVA,146,4,150,0.08%,313523,
86,Nanded North,22 Jaideep Subhash Paithane,MALE,IND,138,,138,0.07%,313523,
86,Nanded North,23 Sopan Balajirao Nevhal,MALE,RASMARP,132,,132,0.07%,313523,
86,Nanded North,24 M.Aa. Sadeeq M.Aa. Rajak,MALE,ANC,116,1,117,0.06%,313523,
86,Nanded North,25 Sambhaji Dasharath Shinde,MALE,IND,67,,67,0.04%,313523,
 TOTAL : ,,,,,187339,2162,189501,60.44%,,
87,Nanded South,1 Mohanrao Marotrao Hambarde,MALE,INC,46584,359,46943,25.68%,285122,
87,Nanded South,2 Deelip Venkatrao Kandkurte,MALE,IND,43021,330,43351,23.71%,285122,
87,Nanded South,3 Rajshri Hemant Patil,FEMALE,SHS,36530,536,37066,20.28%,285122,
87,Nanded South,4 Farukh Ahemad Iqbal Ahemad,MALE,VBA,26558,155,26713,14.61%,285122,
87,Nanded South,5 Mohammad Saber Chaus,MALE,AIMIM,20086,36,20122,11.01%,285122,
87,Nanded South,6 NOTA,,NOTA,776,12,788,0.43%,285122,
87,Nanded South,7 Latifkhan Peerkhan Pathan,MALE,IND,760,,760,0.42%,285122,
87,Nanded South,8 Md. Akhmaloddin Alias Adv. Arshad Ghiyasoddin,MALE,IND,675,,675,0.37%,285122,
87,Nanded South,9 Vishwanath Ramji Dhotre,MALE,BSP,636,1,637,0.35%,285122,
87,Nanded South,10 Sayed Tanveer,MALE,IND,389,,389,0.21%,285122,
87,Nanded South,11 Shey Maula Shey Usman,MALE,IND,332,,332,0.18%,285122,
87,Nanded South,12 Shaikh Sajid,MALE,BAHUMP,321,,321,0.18%,285122,
87,Nanded South,13 Shivanand Ashokrao Deshmukh,MALE,IND,319,,319,0.17%,285122,
87,Nanded South,14 Ashok Ananda Waghmare,MALE,IND,308,,308,0.17%,285122,
87,Nanded South,15 Karnasingh Gurucharansingh Chandan,MALE,IND,306,1,307,0.17%,285122,
87,Nanded South,16 Dr. Dasrao Raosaheb Deshmukh,MALE,IND,306,,306,0.17%,285122,
87,Nanded South,17 Nayyar Janha Mahamad Feroz Hussain,FEMALE,IND,302,,302,0.17%,285122,
87,Nanded South,18 Dhavle Suresh Baliram,MALE,IND,302,,302,0.17%,285122,
87,Nanded South,19 Balasaheb Dagadu Jadhav,MALE,SBBGP,267,,267,0.15%,285122,
87,Nanded South,20 Altaf Ahmed,MALE,IUML,251,1,252,0.14%,285122,
87,Nanded South,21 Suresh Rajesh Gomsale,MALE,IND,232,,232,0.13%,285122,
87,Nanded South,22 Zafar Ali Khan,MALE,IND,209,,209,0.11%,285122,
87,Nanded South,23 Shiakh Muneer,MALE,IND,197,,197,0.11%,285122,
87,Nanded South,24 Abdul Rais Ahemad,MALE,ANC,192,,192,0.11%,285122,
87,Nanded South,25 Prakash Kallappa Koudge,MALE,IND,192,,192,0.11%,285122,
87,Nanded South,26 Shaikh Farukh,MALE,IND,188,,188,0.10%,285122,
87,Nanded South,27 Jaikumar Gopinath Doibale,MALE,IND,143,,143,0.08%,285122,
87,Nanded South,28 Rajesh Rameshrao More,MALE,IND,127,,127,0.07%,285122,
87,Nanded South,29 Panchphula Chandrakant Taru,FEMALE,IND,111,1,112,0.06%,285122,
87,Nanded South,30 Milind Siddharth Sitale,MALE,IND,106,,106,0.06%,285122,
87,Nanded South,31 Mohammad Nadeem Mohammad Iqbal,MALE,IND,95,,95,0.05%,285122,
87,Nanded South,32 Gani Sk Rasool M,MALE,IND,90,,90,0.05%,285122,
87,Nanded South,33 Nitin Vijay Bansode,MALE,IND,81,1,82,0.04%,285122,
87,Nanded South,34 Mahammad Mujahid Mahammad Khaja,MALE,IND,73,,73,0.04%,285122,
87,Nanded South,35 Mudsaruddin Alimuddin,MALE,IND,73,,73,0.04%,285122,
87,Nanded South,36 Rauf Abdul Wahed Abdul,MALE,IND,67,,67,0.04%,285122,
87,Nanded South,37 Sambhaji Dashrath Shinde,MALE,IND,67,,67,0.04%,285122,
87,Nanded South,38 Mansoor Khan Maheboob Khan,MALE,IND,64,,64,0.04%,285122,
87,Nanded South,39 Sajeer Rashid Mohammad,MALE,IND,47,,47,0.03%,285122,
 TOTAL : ,,,,,181383,1433,182816,64.12%,,
88,Loha,1 Shyamsundar Shinde,MALE,PWPI,100462,1206,101668,52.76%,274323,
88,Loha,2 Shivkumar Narayanrao Narangale,MALE,VBA,37120,186,37306,19.36%,274323,
88,Loha,3 Dhondge Mukteshwar Keshavrao,MALE,SHS,30428,537,30965,16.07%,274323,
88,Loha,4 Dilip Shankaranna Dhondge,MALE,NCP,14436,81,14517,7.53%,274323,
88,Loha,5 Subhash Bhagwan Kolhe,MALE,SBBGP,2558,1,2559,1.33%,274323,
88,Loha,6 Pandurang Tolaba Wanne,MALE,IND,1699,1,1700,0.88%,274323,
88,Loha,7 NOTA,,NOTA,1247,2,1249,0.65%,274323,
88,Loha,8 Hanmant Raghunath Wadwale,MALE,BSP,1115,3,1118,0.58%,274323,
88,Loha,9 Bharat Babarao Kopnar,MALE,IND,634,,634,0.33%,274323,
88,Loha,10 Rukminbai Shankarrao Gite,FEMALE,JD(S),515,3,518,0.27%,274323,
88,Loha,11 Rangnath Bapurao Gajale,MALE,IND,460,1,461,0.24%,274323,
 TOTAL : ,,,,,190674,2021,192695,70.24%,,
89,Naigaon,1 Rajesh Pawar,MALE,BJP,117061,689,117750,56.07%,283413,
89,Naigaon,2 Chavan Vasantrao Balwantrao,MALE,INC,62484,882,63366,30.17%,283413,
89,Naigaon,3 Marotrao Vyankatrao Kawale Guruji,MALE,VBA,22928,77,23005,10.95%,283413,
89,Naigaon,4 Aniket Amrutrao Shinde,MALE,SBBGP,1219,2,1221,0.58%,283413,
89,Naigaon,5 NOTA,,NOTA,959,1,960,0.46%,283413,
89,Naigaon,6 Ajaj Najirsab Sayyad,MALE,AIMIM,952,2,954,0.45%,283413,
89,Naigaon,7 Sayyad Haidar Sayyad Rajjaq,MALE,IND,698,,698,0.33%,283413,
89,Naigaon,8 Havgirao Sambhaji Honshette,MALE,IND,659,,659,0.31%,283413,
89,Naigaon,9 Babarao Laxmanrao Dongaonkar,MALE,NSPU,404,,404,0.19%,283413,
89,Naigaon,10 Digambar Hulappa Ramlod,MALE,IND,305,,305,0.15%,283413,
89,Naigaon,11 Shankar Poshatti Shamante,MALE,IND,301,,301,0.14%,283413,
89,Naigaon,12 Kailas Subhash Bhalerao,MALE,IND,220,1,221,0.11%,283413,
89,Naigaon,13 Varsharani Baburao Namwad,FEMALE,BHAPRAP,167,,167,0.08%,283413,
